keyword,normalized_keyword,language,market,country,primary_cluster,secondary_cluster,search_intent,buyer_stage,search_volume,keyword_difficulty,cpc,trend,serp_type,serp_notes,commercial_value,strategic_relevance,malaysia_origin_relevance,existing_architecture_target,page_recommendation,priority,source,data_date,verification_status,notes
titanium dioxide grades,titanium dioxide grades,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-01 Core pigment,C,Supplier Search,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer/product mix,Unavailable,5,4,0,PRODUCTS > Titanium Dioxide Products,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0 | SERP-GLOBAL-TIO2-COATINGS-20260829 | SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide grade selection,titanium dioxide grade selection,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-01 Core pigment,M,Supplier Search,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer/product mix,Unavailable,5,4,0,PRODUCTS > Titanium Dioxide Products,EXISTING_PAGE,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0 | SERP-GLOBAL-TIO2-COATINGS-20260829 | SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
rutile titanium dioxide,rutile titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-02 Rutile,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,4,0,PRODUCTS > Titanium Dioxide Products,MERGE_INTO_CLUSTER,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
rutile tio2 supplier,rutile tio2 supplier,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-02 Rutile,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,4,0,PRODUCTS > Titanium Dioxide Products,MERGE_INTO_CLUSTER,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
rutile titanium dioxide pigment,rutile titanium dioxide pigment,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-02 Rutile,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,4,0,PRODUCTS > Titanium Dioxide Products,MERGE_INTO_CLUSTER,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
chloride process titanium dioxide,chloride process titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-03 Chloride process,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,4,0,PRODUCTS > Chloride Process TiO2,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
chloride tio2,chloride tio2,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-03 Chloride process,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,4,0,PRODUCTS > Chloride Process TiO2,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
chloride process tio2 supplier,chloride process tio2 supplier,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-03 Chloride process,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,4,0,PRODUCTS > Chloride Process TiO2,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
sulfate process titanium dioxide,sulfate process titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-04 Sulfate process,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,3,0,PRODUCTS > Sulfate Process TiO2,EXISTING_PAGE,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=3/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=54. Unavailable demand/feasibility contributes 0 rather than an inferred value."
sulphate process titanium dioxide,sulphate process titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-04 Sulfate process,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,3,0,PRODUCTS > Sulfate Process TiO2,EXISTING_PAGE,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=3/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=54. Unavailable demand/feasibility contributes 0 rather than an inferred value."
sulfate tio2 supplier,sulfate tio2 supplier,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-04 Sulfate process,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,3,0,PRODUCTS > Sulfate Process TiO2,EXISTING_PAGE,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=3/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=54. Unavailable demand/feasibility contributes 0 rather than an inferred value."
chloride vs sulfate titanium dioxide,chloride vs sulfate titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-05 Performance selection,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,4,0,RESOURCES > Buying Guides,SUPPORTING_CONTENT,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
high opacity titanium dioxide,high opacity titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-05 Performance selection,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,4,0,RESOURCES > Buying Guides,SUPPORTING_CONTENT,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
high hiding power titanium dioxide,high hiding power titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-05 Performance selection,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,4,0,RESOURCES > Buying Guides,SUPPORTING_CONTENT,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
weather resistant titanium dioxide,weather resistant titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-05 Performance selection,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,4,0,RESOURCES > Buying Guides,SUPPORTING_CONTENT,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
blue undertone titanium dioxide,blue undertone titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,PRODUCT-05 Performance selection,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,4,0,RESOURCES > Buying Guides,SUPPORTING_CONTENT,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=53. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for coatings,titanium dioxide for coatings,EN,GLOBAL,MULTI,APPLICATION,APP-01 Coatings,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application/product pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Coatings,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-COATINGS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for paint,titanium dioxide for paint,EN,GLOBAL,MULTI,APPLICATION,APP-01 Coatings,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application/product pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Coatings,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-COATINGS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tio2 for coatings,tio2 for coatings,EN,GLOBAL,MULTI,APPLICATION,APP-01 Coatings,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application/product pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Coatings,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-COATINGS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tio2 pigment for paint,tio2 pigment for paint,EN,GLOBAL,MULTI,APPLICATION,APP-01 Coatings,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application/product pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Coatings,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-COATINGS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
rutile titanium dioxide for coatings,rutile titanium dioxide for coatings,EN,GLOBAL,MULTI,APPLICATION,APP-01 Coatings,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application/product pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Coatings,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-COATINGS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for plastics,titanium dioxide for plastics,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tio2 for plastics,tio2 for plastics,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for pvc,titanium dioxide for pvc,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for pe,titanium dioxide for pe,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for pp,titanium dioxide for pp,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for abs,titanium dioxide for abs,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for pet,titanium dioxide for pet,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for plastic film,titanium dioxide for plastic film,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for engineering plastics,titanium dioxide for engineering plastics,EN,GLOBAL,MULTI,APPLICATION,APP-02 Plastics,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Manufacturer application pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Plastics,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-PLASTICS-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for masterbatch,titanium dioxide for masterbatch,EN,GLOBAL,MULTI,APPLICATION,APP-03 TiO2 for masterbatch,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Grade-specific manufacturer pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Masterbatch,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-FOR-MASTERBATCH-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tio2 for masterbatch,tio2 for masterbatch,EN,GLOBAL,MULTI,APPLICATION,APP-03 TiO2 for masterbatch,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Grade-specific manufacturer pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Masterbatch,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-FOR-MASTERBATCH-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
masterbatch grade titanium dioxide,masterbatch grade titanium dioxide,EN,GLOBAL,MULTI,APPLICATION,APP-03 TiO2 for masterbatch,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Grade-specific manufacturer pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Masterbatch,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-FOR-MASTERBATCH-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide masterbatch pigment,titanium dioxide masterbatch pigment,EN,GLOBAL,MULTI,APPLICATION,APP-03 TiO2 for masterbatch,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Grade-specific manufacturer pages,Unavailable,5,5,0,APPLICATIONS > TiO2 for Masterbatch,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-FOR-MASTERBATCH-20260829,2026-08-29,VERIFIED,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for printing inks,titanium dioxide for printing inks,EN,GLOBAL,MULTI,APPLICATION,APP-04 Printing inks,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,4,0,APPLICATIONS > TiO2 for Printing Inks,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tio2 for inks,tio2 for inks,EN,GLOBAL,MULTI,APPLICATION,APP-04 Printing inks,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,4,4,0,APPLICATIONS > TiO2 for Printing Inks,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide for paper,titanium dioxide for paper,EN,GLOBAL,MULTI,APPLICATION,APP-05 Paper,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,3,3,0,APPLICATIONS > TiO2 for Paper,EXISTING_PAGE,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=3/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=54. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tio2 for paper,tio2 for paper,EN,GLOBAL,MULTI,APPLICATION,APP-05 Paper,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,3,3,0,APPLICATIONS > TiO2 for Paper,EXISTING_PAGE,P3,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=3/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=54. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide reach registration,titanium dioxide reach registration,EN,EU,EU,COMPLIANCE,COMP-01 REACH,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Industry/marketplace/supplier mix,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > REACH,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-REACH-20260829 | OFFICIAL-EU-ECHA-TIO2-INFOCARD,2026-08-29,VERIFY_REQUIRED,"SERP intent is verified, but the captured ECHA page was partial; product-specific REACH claims require manual official verification. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
reach compliant titanium dioxide,reach compliant titanium dioxide,EN,EU,EU,COMPLIANCE,COMP-01 REACH,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Industry/marketplace/supplier mix,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > REACH,EXISTING_PAGE,P2,SERP-GLOBAL-TIO2-REACH-20260829 | OFFICIAL-EU-ECHA-TIO2-INFOCARD,2026-08-29,VERIFY_REQUIRED,"SERP intent is verified, but the captured ECHA page was partial; product-specific REACH claims require manual official verification. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide reach supplier,titanium dioxide reach supplier,EN,EU,EU,COMPLIANCE,COMP-01 REACH,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Industry/marketplace/supplier mix,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > REACH,EXISTING_PAGE,P1,SERP-GLOBAL-TIO2-REACH-20260829 | OFFICIAL-EU-ECHA-TIO2-INFOCARD,2026-08-29,VERIFY_REQUIRED,"SERP intent is verified, but the captured ECHA page was partial; product-specific REACH claims require manual official verification. Priority audit: CI=4.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=72. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide sds,titanium dioxide sds,EN,GLOBAL,MULTI,COMPLIANCE,COMP-02 Technical documents,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > TDS / SDS / COA,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide tds,titanium dioxide tds,EN,GLOBAL,MULTI,COMPLIANCE,COMP-02 Technical documents,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > TDS / SDS / COA,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide coa,titanium dioxide coa,EN,GLOBAL,MULTI,COMPLIANCE,COMP-02 Technical documents,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > TDS / SDS / COA,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide technical data sheet,titanium dioxide technical data sheet,EN,GLOBAL,MULTI,COMPLIANCE,COMP-02 Technical documents,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > TDS / SDS / COA,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
